Q1	experiment_randomization1	Q2	Q5	Q6	Q8	experiment_randomization2	Q12	Q13	Q14	Q15	pid3	pid7	gender4	age4	race4	weight
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	0.984678399
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"White"	0.989953867
"I agree to participate"	"Experimental group"	"i agree"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Support"	"Unjustified"	"No"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"Black"	1.689810875
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.367034577
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Non-binary"	"30-44"	"Other"	0.233957474
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"30-44"	"Other"	1.571813448
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Tennessee"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.367034577
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Hispanic"	0.867606891
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Michigan"	"Neither support nor oppose"	"Unjustified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.413237894
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"Yes"	"A moderate amount"	"Democrat/Democratic focus"	"South Carolina"	"Support"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.462327964
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.390005274
"I agree to participate"	"Experimental group"	"1000"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Tennessee"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.431675303
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Black"	0.513796693
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.18188322
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.080810231
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Oregon"	"Neither support nor oppose"	"Unjustified"	"No"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Black"	0.181899876
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.395594242
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.359121754
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.748586135
"I agree to participate"	"Experimental group"	"l agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.489610205
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"South Carolina"	"Strongly oppose"	"Unjustified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	1.280286859
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.314599337
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Hispanic"	0.354809533
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.249914264
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.249914264
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Black"	0.344738785
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"South Carolina"	"Support"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Man"	"Under 30"	"Black"	1.65738685
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Black"	0.23586385
"I agree to participate"	"Experimental group"	"I agree"	"Photo A - Trump Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Maine"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.513932442
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.489610205
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Black"	0.296912269
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Hispanic"	0.442268926
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Oregon"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Black"	0.436335454
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Black"	0.451978462
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.445498775
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A great deal"	"Republican/Republican focus"	"Iowa"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Black"	0.525117597
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Oregon"	"Neither support nor oppose"	"Unjustified"	"No"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.623368973
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"Under 30"	"Hispanic"	0.587538104
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.249914264
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Texas"	"Support"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.646081045
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.623368973
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"30-44"	"Hispanic"	0.548465759
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.207573316
"I agree to participate"	"Experimental group"	"I AGREE"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Texas"	"Strongly support"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.638536623
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Justified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"30-44"	"Hispanic"	0.602606042
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Republican/Republican focus"	"Michigan"	"Strongly support"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.941296359
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Hispanic"	0.519913517
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.684568102
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Black"	0.643847455
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.9297097
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.447982296
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Black"	0.665542468
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.609929888
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Black"	0.355872223
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Texas"	"Support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.478902826
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"No"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Black"	1.066957062
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Black"	0.324673704
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.609929888
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Democrat/Democratic focus"	"Oregon"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.478902826
"I agree to participate"	"Control group"	"__NA__"	"Photo A - Trump Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.355645787
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Black"	0.587885755
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"Yes"	"A lot"	"Democrat/Democratic focus"	"Michigan"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.276688631
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.422343103
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.390005274
"I agree to participate"	"Experimental group"	"I agee"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Black"	0.845500861
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Republican"	"Not very strong Republican"	"Woman"	"30-44"	"Black"	1.863615417
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A little"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.203033856
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"Yes"	"A little"	"Republican/Republican focus"	"South Carolina"	"Strongly support"	"Justified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.404200716
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Republican"	"Strong Republican"	"Man"	"Under 30"	"Hispanic"	0.963414863
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Democrat/Democratic focus"	"Michigan"	"Oppose"	"Unjustified"	"No"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Hispanic"	0.230241926
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A lot"	"Democrat/Democratic focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Man"	"Under 30"	"Black"	0.916824122
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Neither support nor oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"30-44"	"Hispanic"	0.638503293
"I agree to participate"	"Experimental group"	"I agree"	"Photo B - Obama Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.34639955100000003
"I agree to participate"	"Experimental group"	"I agree"	"Photo A - Trump Inauguration"	"No"	"Not at all"	"Republican/Republican focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Woman"	"30-44"	"Hispanic"	0.413237894
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Republican/Republican focus"	"Iowa"	"Strongly oppose"	"Unjustified"	"Yes"	"Democrat"	"Strong Democrat"	"Man"	"Under 30"	"Black"	0.500398187
"I agree to participate"	"Control group"	"__NA__"	"Photo B - Obama Inauguration"	"No"	"A moderate amount"	"Democrat/Democratic focus"	"Iowa"	"Oppose"	"Unjustified"	"Yes"	"Democrat"	"Not very strong Democrat"	"Woman"	"Under 30"	"Hispanic"	0.454022321
